episode,ticker,total_reward,final_balance,growth_pct,num_trades,win_rate,max_drawdown,std,new_best,is_bankrupt
1,RELIANCE.NS,-42.8794,9819.37,-1.81,175,0.4457,0.0189,0.4491,False,False
1,RELIANCE.NS,-41.6037,9709.86,-2.9,234,0.4658,0.0312,0.4491,False,False
2,ITC.NS,-32.6165,9847.06,-1.53,179,0.4916,0.0327,0.4482,False,False
2,ITC.NS,-36.6315,9780.89,-2.19,236,0.4703,0.0258,0.4482,False,False
