episode,ticker,total_reward,final_balance,num_trades,win_rate,max_drawdown,std,new_best,is_bankrupt
7,HINDUNILVR.NS,-11.991,9647.71,20,0.5,0.0459,0.1972,False,False
8,ICICIBANK.NS,-12.3356,9918.71,19,0.5263,0.0185,0.1968,False,False
9,HINDUNILVR.NS,-11.8967,9779.97,25,0.52,0.0441,0.1964,False,False
10,ICICIBANK.NS,-13.1802,9174.08,18,0.5,0.0949,0.196,False,False
11,HINDUNILVR.NS,-11.9965,10024.35,21,0.4286,0.0176,0.1956,False,False
12,HINDUNILVR.NS,-11.51,10358.71,17,0.7059,0.0143,0.1953,False,False
13,ICICIBANK.NS,-12.6005,9687.17,20,0.4,0.0383,0.1949,False,False
14,ICICIBANK.NS,-11.862,9738.04,24,0.5417,0.0614,0.1945,False,False
15,HINDUNILVR.NS,-10.5603,10469.76,19,0.5263,0.0105,0.1941,False,False
16,ICICIBANK.NS,-12.5912,9670.85,15,0.6,0.0598,0.1937,False,False
17,HINDUNILVR.NS,-12.2575,9836.84,14,0.2857,0.0302,0.1933,False,False
18,HINDUNILVR.NS,-11.8725,9455.74,28,0.5,0.0634,0.1929,False,False
19,HINDUNILVR.NS,-11.2548,10305.68,26,0.5769,0.0186,0.1925,False,False
20,HINDUNILVR.NS,-11.9294,9868.09,19,0.5789,0.0356,0.1922,False,False
1,HINDUNILVR.NS,-12.3916,9562.71,29,0.4138,0.0601,0.1918,False,False
2,ICICIBANK.NS,-10.5015,10085.54,26,0.5,0.0435,0.1914,False,False
3,ICICIBANK.NS,-10.3009,11053.46,30,0.6333,0.0109,0.191,False,False
4,ICICIBANK.NS,-11.8786,10021.73,36,0.5556,0.0527,0.1906,False,False
5,HINDUNILVR.NS,-12.6642,9217.02,33,0.4545,0.0833,0.1902,False,False
6,ICICIBANK.NS,-10.3846,10690.33,35,0.7143,0.0289,0.1899,False,False
7,ICICIBANK.NS,-11.3858,10188.14,24,0.5417,0.0251,0.1895,False,False
8,ICICIBANK.NS,-12.6676,9303.39,24,0.375,0.0848,0.1891,False,False
9,HINDUNILVR.NS,-12.6135,9240.49,26,0.3462,0.0788,0.1887,False,False
10,HINDUNILVR.NS,-11.7504,10047.61,26,0.6923,0.034,0.1883,False,False
11,ICICIBANK.NS,-9.589,10470.35,26,0.6154,0.0707,0.188,False,False
12,HINDUNILVR.NS,-12.8815,9330.0,32,0.5,0.0773,0.1876,False,False
13,HINDUNILVR.NS,-11.73,9687.6,33,0.4848,0.0456,0.1872,False,False
14,ICICIBANK.NS,-11.2679,9850.99,22,0.5909,0.056,0.1868,False,False
15,HINDUNILVR.NS,-11.5943,9893.2,34,0.5588,0.0522,0.1865,False,False
16,ICICIBANK.NS,-11.4856,9910.58,33,0.6061,0.042,0.1861,False,False
17,HINDUNILVR.NS,-11.0698,10110.35,27,0.7037,0.026,0.1857,False,False
18,ICICIBANK.NS,-11.9791,9296.21,29,0.4483,0.0772,0.1853,False,False
19,HINDUNILVR.NS,-11.585,9644.29,36,0.5278,0.0944,0.185,False,False
20,HINDUNILVR.NS,-12.2649,9724.93,29,0.4828,0.0488,0.1846,False,False
1,HINDUNILVR.NS,-9.6642,9461.04,23,0.4348,0.0558,0.1842,False,False
2,ICICIBANK.NS,-9.7992,9680.84,28,0.4286,0.0697,0.1839,False,False
3,ICICIBANK.NS,-8.6422,10287.37,30,0.5,0.0506,0.1835,False,False
4,HINDUNILVR.NS,-7.4758,10625.78,35,0.6571,0.0423,0.1831,False,False
5,HINDUNILVR.NS,-8.8267,10129.64,38,0.4211,0.0882,0.1828,False,False
6,ICICIBANK.NS,-8.7728,10856.1,27,0.5556,0.0236,0.1824,False,False
7,HINDUNILVR.NS,-9.9064,9551.28,25,0.44,0.0549,0.182,False,False
8,ICICIBANK.NS,-9.8252,10145.97,41,0.561,0.0336,0.1817,False,False
9,HINDUNILVR.NS,-9.3604,10058.28,30,0.5667,0.0353,0.1813,False,False
10,HINDUNILVR.NS,-10.9221,8829.52,30,0.2333,0.117,0.1809,False,False
11,ICICIBANK.NS,-10.3596,9211.53,31,0.4516,0.0855,0.1806,False,False
12,HINDUNILVR.NS,-9.4827,9837.23,34,0.5,0.0367,0.1802,False,False
13,ICICIBANK.NS,-8.8412,9422.47,37,0.4324,0.0897,0.1799,False,False
14,HINDUNILVR.NS,-8.7393,10138.46,28,0.5357,0.0275,0.1795,False,False
15,ICICIBANK.NS,-7.9775,10637.71,29,0.5862,0.0427,0.1791,False,False
16,HINDUNILVR.NS,-10.5579,9552.53,30,0.5333,0.0653,0.1788,False,False
17,ICICIBANK.NS,-8.7088,10271.21,33,0.5758,0.0324,0.1784,False,False
18,ICICIBANK.NS,-10.6212,9167.67,34,0.5588,0.0832,0.1781,False,False
19,ICICIBANK.NS,-9.9495,9631.77,28,0.5,0.0962,0.1777,False,False
20,HINDUNILVR.NS,-9.9914,9419.68,30,0.4667,0.0614,0.1774,False,False
1,ICICIBANK.NS,-12.8581,8463.06,27,0.4074,0.1624,0.177,False,False
2,HINDUNILVR.NS,-9.0598,10037.78,24,0.5417,0.0276,0.1767,False,False
3,ICICIBANK.NS,-10.755,9260.99,23,0.3478,0.0739,0.1763,False,False
4,ICICIBANK.NS,-8.4747,10348.17,27,0.4815,0.0255,0.1759,False,False
5,ICICIBANK.NS,-10.3811,9451.57,18,0.3333,0.0765,0.1756,False,False
6,HINDUNILVR.NS,-9.2545,9643.17,29,0.5517,0.0462,0.1752,False,False
7,ICICIBANK.NS,-9.4858,9924.38,14,0.5,0.0331,0.1749,False,False
8,HINDUNILVR.NS,-9.746,9482.01,26,0.3846,0.0518,0.1745,False,False
9,ICICIBANK.NS,-8.735,10093.16,28,0.4643,0.0568,0.1742,False,False
10,HINDUNILVR.NS,-10.1908,9163.31,24,0.375,0.0898,0.1738,False,False
11,ICICIBANK.NS,-9.8891,9372.84,28,0.4643,0.0921,0.1735,False,False
12,HINDUNILVR.NS,-9.1904,10021.6,20,0.4,0.0483,0.1732,False,False
13,ICICIBANK.NS,-9.2986,9872.87,17,0.5882,0.0488,0.1728,False,False
14,ICICIBANK.NS,-7.7444,10845.39,25,0.72,0.0519,0.1725,False,False
15,ICICIBANK.NS,-9.6233,9851.55,12,0.5,0.0316,0.1721,False,False
16,HINDUNILVR.NS,-9.6727,9621.74,20,0.4,0.0468,0.1718,False,False
17,HINDUNILVR.NS,-9.1371,9906.7,25,0.56,0.0499,0.1714,False,False
18,HINDUNILVR.NS,-9.9877,9676.89,17,0.4706,0.0394,0.1711,False,False
19,ICICIBANK.NS,-10.2974,8927.61,24,0.4583,0.1395,0.1707,False,False
20,ICICIBANK.NS,-10.0816,9730.5,17,0.3529,0.0712,0.1704,False,False
21,ICICIBANK.NS,-8.0211,10871.38,25,0.56,0.0201,0.1701,False,False
22,HINDUNILVR.NS,-9.1388,10085.06,12,0.5833,0.0224,0.1697,False,False
23,HINDUNILVR.NS,-9.6702,10161.67,19,0.6842,0.0162,0.1694,False,False
24,HINDUNILVR.NS,-9.0632,10063.22,24,0.5,0.0128,0.169,False,False
25,HINDUNILVR.NS,-9.6084,9796.3,17,0.4706,0.026,0.1687,False,False
26,ICICIBANK.NS,-10.235,9605.91,15,0.4667,0.0602,0.1684,False,False
27,HINDUNILVR.NS,-9.2811,9975.08,16,0.4375,0.0291,0.168,False,False
28,HINDUNILVR.NS,-10.0243,9655.28,18,0.6667,0.0437,0.1677,False,False
29,ICICIBANK.NS,-9.4592,10072.59,12,0.5833,0.0185,0.1674,False,False
30,HINDUNILVR.NS,-9.3343,9940.47,19,0.5789,0.0314,0.167,False,False
31,ICICIBANK.NS,-10.1559,9549.34,12,0.3333,0.06,0.1667,False,False
32,ICICIBANK.NS,-10.2146,9666.92,13,0.4615,0.0451,0.1664,False,False
33,HINDUNILVR.NS,-9.4332,10103.83,14,0.6429,0.0242,0.166,False,False
34,ICICIBANK.NS,-10.4131,9619.81,14,0.4286,0.0433,0.1657,False,False
35,ICICIBANK.NS,-10.1674,9556.53,14,0.4286,0.0473,0.1654,False,False
36,HINDUNILVR.NS,-8.9325,10380.32,18,0.7222,0.0188,0.165,False,False
37,ICICIBANK.NS,-10.8839,9082.66,18,0.2778,0.0958,0.1647,False,False
38,HINDUNILVR.NS,-9.1408,9934.1,14,0.6429,0.0345,0.1644,False,False
39,ICICIBANK.NS,-10.3044,9574.54,12,0.4167,0.0666,0.164,False,False
40,ICICIBANK.NS,-10.0227,9660.96,16,0.375,0.0603,0.1637,False,False
41,HINDUNILVR.NS,-9.5907,10238.92,22,0.5909,0.0137,0.1634,False,False
42,HINDUNILVR.NS,-9.3848,9739.85,19,0.6316,0.0441,0.1631,False,False
43,ICICIBANK.NS,-8.6404,10341.07,16,0.5625,0.0236,0.1627,False,False
44,HINDUNILVR.NS,-10.1004,9759.84,15,0.3333,0.0388,0.1624,False,False
45,HINDUNILVR.NS,-9.752,9655.92,17,0.5294,0.0571,0.1621,False,False
46,ICICIBANK.NS,-9.5222,10040.38,11,0.4545,0.0227,0.1618,False,False
47,ICICIBANK.NS,-9.1869,10194.15,14,0.6429,0.02,0.1614,False,False
48,ICICIBANK.NS,-10.2382,9365.16,13,0.3846,0.0693,0.1611,False,False
49,ICICIBANK.NS,-9.0178,10161.33,10,0.6,0.0617,0.1608,False,False
50,HINDUNILVR.NS,-9.5229,10030.66,10,0.5,0.0122,0.1605,False,False
1,HINDUNILVR.NS,-9.7128,9910.01,5,0.4,0.0131,0.1601,False,False
2,HINDUNILVR.NS,-10.5461,9292.66,10,0.2,0.0707,0.1598,False,False
3,ICICIBANK.NS,-9.7653,9935.7,6,0.3333,0.0208,0.1595,False,False
4,ICICIBANK.NS,-9.336,10090.0,9,0.5556,0.0174,0.1592,False,False
5,HINDUNILVR.NS,-9.8339,9798.54,5,0.4,0.0281,0.1589,False,False
6,ICICIBANK.NS,-9.1926,10306.62,7,0.5714,0.0096,0.1586,False,False
7,ICICIBANK.NS,-10.1018,9817.34,6,0.5,0.0363,0.1582,False,False
8,HINDUNILVR.NS,-9.9628,9822.33,5,0.4,0.0178,0.1579,False,False
9,HINDUNILVR.NS,-9.7751,10033.71,5,0.6,0.0188,0.1576,False,False
10,ICICIBANK.NS,-9.6428,10261.68,5,0.6,0.0147,0.1573,False,False
11,HINDUNILVR.NS,-9.7457,9891.54,6,0.5,0.0228,0.157,False,False
12,HINDUNILVR.NS,-9.8998,9943.35,2,0.5,0.0132,0.1567,False,False
13,ICICIBANK.NS,-10.5652,9299.31,2,0.0,0.0701,0.1563,False,False
14,HINDUNILVR.NS,-9.948,9828.01,4,0.5,0.0172,0.156,False,False
15,HINDUNILVR.NS,-10.6375,9251.52,4,0.25,0.0748,0.1557,False,False
16,HINDUNILVR.NS,-9.8748,9923.23,3,0.3333,0.0096,0.1554,False,False
17,HINDUNILVR.NS,-9.8568,9966.38,1,0.0,0.0034,0.1551,False,False
18,HINDUNILVR.NS,-10.0026,9828.34,1,0.0,0.0172,0.1548,False,False
19,ICICIBANK.NS,-9.8513,9966.91,4,0.5,0.0149,0.1545,False,False
20,ICICIBANK.NS,-9.7447,10057.5,2,1.0,0.0008,0.1542,False,False
21,HINDUNILVR.NS,-10.0638,9816.9,6,0.5,0.0234,0.1539,False,False
22,HINDUNILVR.NS,-9.6256,10205.56,5,0.4,0.0123,0.1536,False,False
23,ICICIBANK.NS,-10.0824,9748.53,4,0.0,0.0251,0.1532,False,False
24,HINDUNILVR.NS,-9.9392,9928.15,3,0.6667,0.012,0.1529,False,False
25,ICICIBANK.NS,-9.8758,9845.3,3,0.3333,0.0155,0.1526,False,False
26,ICICIBANK.NS,-9.7266,9748.86,7,0.4286,0.0275,0.1523,False,False
27,ICICIBANK.NS,-9.7834,10093.57,7,0.7143,0.0065,0.152,False,False
28,HINDUNILVR.NS,-9.5918,10070.54,3,0.3333,0.0053,0.1517,False,False
29,HINDUNILVR.NS,-9.5754,10056.41,3,0.3333,0.0079,0.1514,False,False
30,ICICIBANK.NS,-9.4938,10076.64,2,1.0,0.0007,0.1511,False,False
31,HINDUNILVR.NS,-9.5235,10091.7,4,0.75,0.0074,0.1508,False,False
32,ICICIBANK.NS,-9.6667,10017.55,3,0.6667,0.0085,0.1505,False,False
33,ICICIBANK.NS,-9.799,9998.65,1,1.0,0.0005,0.1502,False,False
34,HINDUNILVR.NS,-9.8989,9936.95,2,0.5,0.0063,0.1499,False,False
35,ICICIBANK.NS,-9.5839,9772.75,4,0.5,0.0357,0.1496,False,False
36,HINDUNILVR.NS,-9.8289,10014.23,1,1.0,0.0031,0.1493,False,False
37,HINDUNILVR.NS,-9.8868,9907.99,1,0.0,0.0092,0.149,False,False
38,HINDUNILVR.NS,-9.3337,10176.56,4,1.0,0.0007,0.1487,False,False
39,ICICIBANK.NS,-9.9128,9857.14,2,0.5,0.0143,0.1484,False,False
40,ICICIBANK.NS,-10.4658,9659.61,4,0.25,0.0345,0.1481,False,False
41,HINDUNILVR.NS,-9.8283,9894.12,3,0.3333,0.0131,0.1478,False,False
42,ICICIBANK.NS,-9.824,10000.0,0,0.0,0.0,0.1475,False,False
43,HINDUNILVR.NS,-9.824,10000.0,0,0.0,0.0,0.1472,False,False
44,HINDUNILVR.NS,-10.025,9900.47,1,0.0,0.01,0.1469,False,False
45,ICICIBANK.NS,-9.6053,10095.27,2,0.5,0.0094,0.1466,False,False
46,HINDUNILVR.NS,-9.8845,9996.21,1,0.0,0.0004,0.1464,False,False
47,HINDUNILVR.NS,-9.6854,10104.17,1,1.0,0.0006,0.1461,False,False
48,HINDUNILVR.NS,-9.6199,10072.11,3,1.0,0.0008,0.1458,False,False
49,ICICIBANK.NS,-9.9475,9920.42,3,0.3333,0.0089,0.1455,False,False
50,ICICIBANK.NS,-9.4876,10282.28,2,1.0,0.0007,0.1452,False,False
1,ICICIBANK.NS,-9.8423,9976.46,1,0.0,0.0024,0.1449,False,False
2,HINDUNILVR.NS,-9.824,10000.0,0,0.0,0.0,0.1446,False,False
3,HINDUNILVR.NS,-10.0769,9844.1,3,0.3333,0.0156,0.1443,False,False
4,ICICIBANK.NS,-10.1168,9820.3,1,0.0,0.018,0.144,False,False
5,HINDUNILVR.NS,-9.9087,9882.45,2,0.0,0.0118,0.1437,False,False
6,HINDUNILVR.NS,-9.824,10000.0,0,0.0,0.0,0.1434,False,False
7,HINDUNILVR.NS,-9.8272,9977.79,1,0.0,0.0022,0.1432,False,False
8,ICICIBANK.NS,-9.7078,10018.1,1,1.0,0.0003,0.1429,False,False
9,HINDUNILVR.NS,-9.824,10000.0,0,0.0,0.0,0.1426,False,False
10,ICICIBANK.NS,-9.6212,10068.54,1,1.0,0.0004,0.1423,False,False
11,HINDUNILVR.NS,-9.7848,9992.37,1,1.0,0.0008,0.142,False,False
12,HINDUNILVR.NS,-9.816,9979.31,2,0.5,0.0062,0.1417,False,False
13,HINDUNILVR.NS,-9.824,10000.0,0,0.0,0.0,0.1415,False,False
14,ICICIBANK.NS,-9.824,10000.0,0,0.0,0.0,0.1412,False,False
15,ICICIBANK.NS,-9.824,10000.0,0,0.0,0.0,0.1409,False,False
16,HINDUNILVR.NS,-9.8557,9904.45,1,0.0,0.0096,0.1406,False,False
17,HINDUNILVR.NS,-10.0554,9859.2,2,0.0,0.0141,0.1403,False,False
1,ICICIBANK.NS,-14.7934,9993.53,1,1.0,0.0007,0.17,False,False
1,ICICIBANK.NS,-16.8931,9653.84,15,0.5333,0.0503,0.1697,False,False
2,HINDUNILVR.NS,-17.8111,9630.35,11,0.4545,0.0501,0.1693,False,False
3,HINDUNILVR.NS,-17.8843,9697.33,2,0.0,0.0331,0.169,False,False
4,ICICIBANK.NS,-17.1617,9792.97,8,0.5,0.0283,0.1686,False,False
5,HINDUNILVR.NS,-17.3659,9877.12,4,0.75,0.0148,0.1683,False,False
6,HINDUNILVR.NS,-17.3023,9793.63,8,0.375,0.0249,0.168,False,False
7,HINDUNILVR.NS,-16.6108,10172.9,3,1.0,0.0051,0.1676,False,False
8,HINDUNILVR.NS,-16.4944,10189.32,5,0.6,0.0174,0.1673,False,False
9,ICICIBANK.NS,-15.1918,10840.81,7,0.8571,0.0402,0.167,False,False
10,ICICIBANK.NS,-18.7798,8807.46,11,0.5455,0.1219,0.1666,False,False
11,ICICIBANK.NS,-17.4979,9977.68,8,0.5,0.0171,0.1663,False,False
12,HINDUNILVR.NS,-17.0825,9889.47,8,0.375,0.0373,0.166,False,False
13,HINDUNILVR.NS,-17.3954,9330.82,14,0.2857,0.1041,0.1656,False,False
14,ICICIBANK.NS,-18.3133,9455.18,4,0.25,0.0545,0.1653,False,False
15,HINDUNILVR.NS,-17.7486,9399.08,10,0.3,0.0619,0.165,False,False
16,ICICIBANK.NS,-15.8338,10423.7,9,0.8889,0.0204,0.1646,False,False
17,HINDUNILVR.NS,-16.6737,10090.98,6,0.6667,0.006,0.1643,False,False
18,HINDUNILVR.NS,-16.7599,10224.72,5,0.6,0.0277,0.164,False,False
19,ICICIBANK.NS,-15.423,11261.98,5,0.6,0.0178,0.1637,False,False
20,HINDUNILVR.NS,-16.8869,9811.08,11,0.5455,0.0325,0.1633,False,False
