episode,ticker,net_worth,growth_pct,benchmark_pct,alpha_pct,sharpe,sortino,win_rate,trades,head_grad_norm,ext_grad_norm,fus_grad_norm,is_new_best
8,NFLX,low,-4.828,9958.0,-0.42,-12.22,11.8,-5.813,-5.23,40,0.45,0.55,0.0116,0.3448,False,False,0.34,0.1125,0.5
8,NVDA,low,-3.4318,9918.0,-0.82,-5.98,5.16,-10.264,-8.011,42,0.5,1.02,0.027,0.3448,False,False,0.34,0.1125,0.5
8,PYPL,low,-3.9895,9980.65,-0.19,11.53,-11.72,-2.964,-2.685,40,0.425,0.49,0.0179,0.3448,False,False,0.34,0.1125,0.5
8,QQQ,low,3.8451,10198.38,1.98,-6.3,8.29,10.721,15.935,40,0.675,0.56,0.0099,0.3448,False,False,0.34,0.1125,0.5
8,SPY,low,-0.0429,9991.26,-0.09,4.44,-4.53,-1.592,-1.205,40,0.4,0.26,0.0092,0.3448,False,False,0.34,0.1125,0.5
8,UNG,low,-3.4973,9945.07,-0.55,2.01,-2.56,-6.285,-5.896,41,0.488,0.68,0.0258,0.3448,False,False,0.34,0.1125,0.5
8,USO,low,-0.0639,10000.96,0.01,1.29,-1.28,0.083,0.114,40,0.5,0.71,0.0151,0.3448,False,False,0.34,0.1125,0.5
8,XBI,low,-2.2451,10002.33,0.02,8.43,-8.4,0.118,0.114,41,0.463,1.76,0.0143,0.3448,False,False,0.34,0.1125,0.5
8,XLE,low,-2.4395,9955.37,-0.45,-3.73,3.29,-3.871,-2.644,40,0.55,0.88,0.0176,0.3448,False,False,0.34,0.1125,0.5
9,AAPL,low,-0.6566,10022.75,0.23,-5.24,5.47,2.596,3.256,39,0.538,0.4,-0.0016,0.3441,False,False,0.5,0.1883,0.5
9,ARKK,low,-1.1789,10009.3,0.09,1.0,-0.91,0.453,0.528,40,0.55,1.05,0.0082,0.3441,False,False,0.5,0.1883,0.5
9,GLD,low,-1.4984,9987.23,-0.13,1.54,-1.67,-4.126,-3.354,39,0.564,0.21,-0.0115,0.3441,False,False,0.5,0.1883,0.5
9,IWM,low,-2.3721,9974.59,-0.25,-0.22,-0.03,-11.509,-8.621,39,0.333,0.26,-0.0055,0.3441,False,False,0.5,0.1883,0.5
9,KRE,low,-2.1531,9931.09,-0.69,-0.04,-0.65,-6.39,-4.287,41,0.341,1.05,0.0112,0.3441,False,False,0.5,0.1883,0.5
9,NFLX,low,0.2102,9848.03,-1.52,-8.54,7.02,-4.608,-2.651,41,0.39,1.8,0.0145,0.3441,False,False,0.5,0.1883,0.5
9,NVDA,low,-3.9678,9980.32,-0.2,-11.05,10.86,-3.1,-2.846,40,0.475,0.33,0.0121,0.3441,False,False,0.5,0.1883,0.5
9,PYPL,low,-1.6176,9992.38,-0.08,2.4,-2.47,-0.998,-1.047,40,0.375,0.53,0.0011,0.3441,False,False,0.5,0.1883,0.5
9,QQQ,low,-2.4227,9977.14,-0.23,3.75,-3.98,-5.675,-5.407,40,0.325,0.33,0.0067,0.3441,False,False,0.5,0.1883,0.5
9,SPY,low,-2.8184,9987.22,-0.13,3.66,-3.79,-6.017,-6.232,39,0.333,0.14,-0.0129,0.3441,False,False,0.5,0.1883,0.5
9,UNG,low,-3.2947,9914.41,-0.86,1.83,-2.68,-2.742,-2.641,41,0.512,1.33,0.0255,0.3441,False,False,0.5,0.1883,0.5
9,USO,low,2.2838,10024.53,0.25,10.75,-10.5,1.713,1.592,40,0.625,0.55,0.009,0.3441,False,False,0.5,0.1883,0.5
9,XBI,low,-2.7758,9976.15,-0.24,-6.05,5.81,-7.488,-7.244,41,0.366,0.29,0.0162,0.3441,False,False,0.5,0.1883,0.5
9,XLE,low,-0.8684,9969.73,-0.3,-1.45,1.15,-3.612,-2.184,41,0.512,0.48,0.0064,0.3441,False,False,0.5,0.1883,0.5
10,AAPL,low,4.5144,10170.43,1.7,5.8,-4.1,6.424,10.008,40,0.675,0.63,0.0057,0.3434,False,False,0.318,0.1371,0.5
10,ARKK,low,-2.0509,10055.18,0.55,8.9,-8.35,2.771,3.814,40,0.525,0.94,0.0095,0.3434,False,False,0.318,0.1371,0.5
10,GLD,low,-2.2727,9971.74,-0.28,2.13,-2.42,-10.907,-6.59,39,0.231,0.3,-0.0128,0.3434,False,False,0.318,0.1371,0.5
10,IWM,low,-0.5115,9988.77,-0.11,3.09,-3.2,-2.299,-2.339,39,0.513,0.23,-0.0125,0.3434,False,False,0.318,0.1371,0.5
10,KRE,low,-2.1355,9960.03,-0.4,3.91,-4.31,-4.814,-3.038,40,0.475,0.54,0.0069,0.3434,False,False,0.318,0.1371,0.5
10,NFLX,low,-4.6442,9985.89,-0.14,14.74,-14.88,-1.412,-1.112,41,0.488,0.39,0.0133,0.3434,False,False,0.318,0.1371,0.5
10,NVDA,low,-0.4306,9971.31,-0.29,3.6,-3.89,-4.036,-3.7,41,0.439,0.47,0.0205,0.3434,False,False,0.318,0.1371,0.5
10,PYPL,low,-0.7774,9978.96,-0.21,7.39,-7.6,-2.077,-2.146,40,0.425,0.51,0.0036,0.3434,False,False,0.318,0.1371,0.5
10,QQQ,low,-3.1243,9976.98,-0.23,-6.45,6.22,-2.59,-2.385,40,0.5,0.49,0.0036,0.3434,False,False,0.318,0.1371,0.5
10,SPY,low,-1.8318,9994.78,-0.05,1.31,-1.36,-2.778,-2.881,39,0.41,0.12,-0.0095,0.3434,False,False,0.318,0.1371,0.5
10,UNG,low,-3.5657,9978.98,-0.21,9.95,-10.16,-2.229,-2.052,41,0.512,0.48,0.0204,0.3434,False,False,0.318,0.1371,0.5
10,USO,low,-5.2283,9905.26,-0.95,-9.57,8.63,-4.827,-3.63,41,0.415,1.35,0.0145,0.3434,False,False,0.318,0.1371,0.5
10,XBI,low,-1.0156,10001.08,0.01,2.68,-2.66,0.127,0.129,40,0.425,0.33,0.014,0.3434,False,False,0.318,0.1371,0.5
10,XLE,low,-0.0354,10005.48,0.05,5.09,-5.04,2.398,2.208,39,0.487,0.09,-0.0021,0.3434,False,False,0.318,0.1371,0.5
11,AAPL,low,-2.1875,9988.3,-0.12,-3.54,3.42,-3.838,-2.772,39,0.359,0.22,-0.0034,0.3427,False,False,0.4694,0.1278,0.5
11,ARKK,low,-3.8931,9971.16,-0.29,10.05,-10.34,-3.945,-3.877,41,0.512,0.53,0.0101,0.3427,False,False,0.4694,0.1278,0.5
11,GLD,low,-2.0482,9987.27,-0.13,1.85,-1.98,-7.244,-7.212,40,0.425,0.15,-0.0144,0.3427,False,False,0.4694,0.1278,0.5
11,IWM,low,-2.5247,9984.11,-0.16,-2.84,2.69,-5.802,-5.068,40,0.375,0.2,-0.0122,0.3427,False,False,0.4694,0.1278,0.5
11,KRE,low,0.2473,9991.01,-0.09,7.34,-7.43,-2.025,-1.666,40,0.575,0.31,0.0128,0.3427,False,False,0.4694,0.1278,0.5
11,NFLX,low,-0.6005,9997.72,-0.02,4.91,-4.93,-0.357,-0.314,40,0.55,0.26,0.0167,0.3427,False,False,0.4694,0.1278,0.5
11,NVDA,low,-1.6686,9989.29,-0.11,0.64,-0.75,-1.17,-1.193,40,0.525,0.37,0.0139,0.3427,False,False,0.4694,0.1278,0.5
11,PYPL,low,-2.8897,9972.93,-0.27,-3.27,3.0,-1.754,-1.865,41,0.39,0.72,0.0155,0.3427,False,False,0.4694,0.1278,0.5
11,QQQ,low,-0.368,9993.22,-0.07,-7.74,7.68,-1.63,-1.499,39,0.462,0.24,-0.0073,0.3427,False,False,0.4694,0.1278,0.5
11,SPY,low,-2.789,9979.92,-0.2,-3.4,3.2,-7.072,-4.673,40,0.45,0.26,-0.0062,0.3427,False,False,0.4694,0.1278,0.5
11,UNG,low,-1.6765,10024.24,0.24,7.29,-7.05,1.276,1.003,42,0.595,0.92,0.0203,0.3427,False,False,0.4694,0.1278,0.5
11,USO,low,-3.1342,9969.91,-0.3,5.82,-6.12,-4.921,-3.822,41,0.537,0.53,0.0091,0.3427,False,False,0.4694,0.1278,0.5
11,XBI,low,-3.6089,9984.01,-0.16,-10.64,10.48,-3.296,-3.063,41,0.512,0.21,0.0151,0.3427,False,False,0.4694,0.1278,0.5
11,XLE,low,-4.2045,9950.31,-0.5,6.55,-7.05,-5.977,-5.288,38,0.447,0.57,-0.0052,0.3427,False,False,0.4694,0.1278,0.5
12,AAPL,low,-41.5812,9929.19,-0.71,-76.38,75.67,-6.398,-5.745,41,0.39,0.85,0.0127,0.3421,False,False,0.479,0.1962,0.5
12,ARKK,low,-3.3207,9888.44,-1.12,-4.97,3.85,-13.84,-9.389,44,0.477,1.14,0.0245,0.3421,False,False,0.479,0.1962,0.5
12,GLD,low,-1.9211,9981.87,-0.18,0.18,-0.36,-7.166,-6.96,40,0.325,0.24,-0.0011,0.3421,False,False,0.479,0.1962,0.5
12,IWM,low,-1.2446,9973.93,-0.26,4.39,-4.65,-11.215,-9.399,40,0.2,0.27,-0.0064,0.3421,False,False,0.479,0.1962,0.5
12,KRE,low,-2.2913,9963.32,-0.37,0.34,-0.71,-6.876,-5.526,39,0.436,0.45,0.0018,0.3421,False,False,0.479,0.1962,0.5
12,NFLX,low,-2.1503,10111.59,1.12,-10.28,11.4,6.102,6.916,41,0.585,0.51,0.0132,0.3421,False,False,0.479,0.1962,0.5
12,NVDA,low,0.1477,9982.08,-0.18,4.28,-4.46,-1.856,-1.22,41,0.488,0.57,0.0111,0.3421,False,False,0.479,0.1962,0.5
12,PYPL,low,-2.5579,9960.24,-0.4,-1.86,1.46,-7.164,-6.451,40,0.45,0.41,0.0087,0.3421,False,False,0.479,0.1962,0.5
12,QQQ,low,-1.2785,10000.18,0.0,-0.59,0.59,0.071,0.082,40,0.425,0.17,-0.0089,0.3421,False,False,0.479,0.1962,0.5
12,SPY,low,-0.3386,9988.26,-0.12,-3.11,2.99,-1.675,-1.525,39,0.513,0.42,0.0041,0.3421,False,False,0.479,0.1962,0.5
12,UNG,low,-3.7177,9975.82,-0.24,11.83,-12.07,-2.79,-2.128,42,0.476,0.55,0.0219,0.3421,False,False,0.479,0.1962,0.5
12,USO,low,-2.7706,9932.21,-0.68,1.86,-2.54,-3.159,-2.897,41,0.488,1.83,0.0221,0.3421,False,False,0.479,0.1962,0.5
12,XBI,low,-2.0288,9977.79,-0.22,-1.6,1.38,-3.078,-2.683,41,0.366,0.53,0.0182,0.3421,False,False,0.479,0.1962,0.5
12,XLE,low,-2.644,9979.55,-0.2,-1.24,1.04,-4.108,-4.087,40,0.4,0.4,-0.0058,0.3421,False,False,0.479,0.1962,0.5
13,AAPL,low,-2.8332,9971.36,-0.29,6.08,-6.37,-6.096,-4.581,42,0.571,0.4,0.0112,0.3414,False,False,0.4603,0.0285,0.5
13,ARKK,low,-0.5713,10142.75,1.43,4.6,-3.17,5.586,6.225,40,0.525,0.81,0.014,0.3414,False,False,0.4603,0.0285,0.5
13,GLD,low,-1.0891,9966.63,-0.33,-5.43,5.1,-10.11,-6.842,39,0.385,0.38,-0.0069,0.3414,False,False,0.4603,0.0285,0.5
13,IWM,low,-1.895,9977.41,-0.23,0.39,-0.62,-3.672,-3.002,40,0.45,0.48,-0.0004,0.3414,False,False,0.4603,0.0285,0.5
13,KRE,low,-0.7584,9985.04,-0.15,1.67,-1.82,-4.139,-3.598,40,0.5,0.31,-0.0038,0.3414,False,False,0.4603,0.0285,0.5
13,NFLX,low,-1.1401,9980.49,-0.2,5.09,-5.29,-1.468,-1.319,40,0.4,0.69,0.0021,0.3414,False,False,0.4603,0.0285,0.5
13,NVDA,low,-2.0596,9985.28,-0.15,3.36,-3.51,-4.144,-3.693,40,0.475,0.18,0.0103,0.3414,False,False,0.4603,0.0285,0.5
13,PYPL,low,3.1198,10176.14,1.76,-14.25,16.01,4.567,8.282,40,0.55,0.94,0.0062,0.3414,False,False,0.4603,0.0285,0.5
13,QQQ,low,-0.6383,9978.98,-0.21,5.55,-5.76,-5.398,-3.62,40,0.35,0.33,-0.0146,0.3414,False,False,0.4603,0.0285,0.5
13,SPY,low,-1.9494,9990.76,-0.09,1.95,-2.05,-4.054,-3.852,40,0.5,0.17,-0.0086,0.3414,False,False,0.4603,0.0285,0.5
13,UNG,low,1.394,9945.47,-0.55,-16.06,15.51,-4.526,-3.19,41,0.488,0.9,0.0196,0.3414,False,False,0.4603,0.0285,0.5
13,USO,low,1.1849,9949.02,-0.51,-12.97,12.46,-6.748,-4.48,42,0.429,0.52,0.0263,0.3414,False,False,0.4603,0.0285,0.5
13,XBI,low,-1.2976,9996.96,-0.03,2.97,-3.0,-0.218,-0.203,40,0.4,0.82,0.0124,0.3414,False,False,0.4603,0.0285,0.5
13,XLE,low,-1.3111,9986.44,-0.14,-0.88,0.74,-3.376,-3.333,40,0.475,0.24,0.0026,0.3414,False,False,0.4603,0.0285,0.5
14,AAPL,low,-3.134,9976.83,-0.23,-7.71,7.48,-3.54,-2.828,40,0.575,0.5,0.0082,0.3407,False,False,0.4692,0.0596,0.5
14,ARKK,low,-1.0745,9957.71,-0.42,3.61,-4.03,-6.625,-4.468,40,0.525,0.58,0.0127,0.3407,False,False,0.4692,0.0596,0.5
14,GLD,low,-2.2028,9971.59,-0.28,-1.64,1.36,-5.637,-3.413,40,0.525,0.31,-0.0083,0.3407,False,False,0.4692,0.0596,0.5
14,IWM,low,-2.5031,9994.86,-0.05,-4.01,3.96,-1.264,-1.671,39,0.436,0.2,-0.0001,0.3407,False,False,0.4692,0.0596,0.5
14,KRE,low,-0.649,9981.06,-0.19,-4.14,3.95,-6.239,-5.186,41,0.341,0.27,0.013,0.3407,False,False,0.4692,0.0596,0.5
14,NFLX,low,-2.3213,9951.15,-0.49,-1.37,0.88,-5.205,-3.998,40,0.475,0.62,0.0173,0.3407,False,False,0.4692,0.0596,0.5
14,NVDA,low,-3.088,9969.59,-0.3,-6.45,6.14,-2.318,-2.237,40,0.425,1.29,0.0173,0.3407,False,False,0.4692,0.0596,0.5
14,PYPL,low,-3.2337,9987.79,-0.12,-8.08,7.96,-4.155,-3.88,40,0.4,0.23,0.0105,0.3407,False,False,0.4692,0.0596,0.5
14,QQQ,low,-2.0247,9973.21,-0.27,0.17,-0.44,-7.118,-5.581,39,0.385,0.31,0.0001,0.3407,False,False,0.4692,0.0596,0.5
14,SPY,low,-1.2715,9990.81,-0.09,-0.61,0.52,-4.806,-3.823,39,0.487,0.14,-0.0094,0.3407,False,False,0.4692,0.0596,0.5
14,UNG,low,2.3929,9931.63,-0.68,-17.61,16.93,-2.46,-1.652,43,0.512,1.94,0.0275,0.3407,False,False,0.4692,0.0596,0.5
14,USO,low,-2.8355,9959.57,-0.4,4.84,-5.24,-6.925,-5.739,40,0.4,0.55,0.0078,0.3407,False,False,0.4692,0.0596,0.5
14,XBI,low,-2.1541,9979.41,-0.21,2.57,-2.77,-7.086,-6.656,41,0.366,0.28,0.0133,0.3407,False,False,0.4692,0.0596,0.5
14,XLE,low,-0.3185,9995.5,-0.05,-2.82,2.78,-0.464,-0.416,39,0.462,0.41,-0.0014,0.3407,False,False,0.4692,0.0596,0.5
15,AAPL,low,-3.114,9966.28,-0.34,0.93,-1.27,-12.855,-10.796,40,0.3,0.37,-0.0015,0.34,False,False,0.4807,0.2124,0.5
15,ARKK,low,-2.1056,9969.41,-0.31,-1.78,1.47,-8.527,-6.283,40,0.45,0.36,0.0146,0.34,False,False,0.4807,0.2124,0.5
15,GLD,low,-1.8102,9986.72,-0.13,-0.03,-0.1,-4.911,-4.975,40,0.375,0.23,-0.0054,0.34,False,False,0.4807,0.2124,0.5
15,IWM,low,-0.2303,9983.32,-0.17,-6.0,5.83,-7.719,-6.386,39,0.333,0.18,0.0026,0.34,False,False,0.4807,0.2124,0.5
15,KRE,low,0.5629,10041.48,0.41,-1.48,1.9,2.736,2.836,40,0.525,0.59,0.011,0.34,False,False,0.4807,0.2124,0.5
15,NFLX,low,-2.9643,9949.96,-0.5,9.9,-10.4,-2.325,-1.405,41,0.439,1.13,0.0232,0.34,False,False,0.4807,0.2124,0.5
15,NVDA,low,-0.0404,9968.67,-0.31,7.69,-8.01,-4.036,-3.183,40,0.425,0.55,0.01,0.34,False,False,0.4807,0.2124,0.5
15,PYPL,low,-1.6066,9966.03,-0.34,-1.4,1.06,-6.097,-5.187,41,0.341,0.6,0.0183,0.34,False,False,0.4807,0.2124,0.5
15,QQQ,low,-2.0643,9978.69,-0.21,0.46,-0.68,-9.761,-8.164,40,0.45,0.25,-0.0045,0.34,False,False,0.4807,0.2124,0.5
15,SPY,low,-2.7844,9973.1,-0.27,4.71,-4.98,-10.792,-8.238,40,0.45,0.29,0.0089,0.34,False,False,0.4807,0.2124,0.5
15,UNG,low,4.1954,10644.68,6.45,-2.92,9.37,8.115,13.11,41,0.512,2.34,0.0253,0.34,False,False,0.4807,0.2124,0.5
15,USO,low,-2.0871,9990.19,-0.1,-3.78,3.69,-0.927,-0.798,40,0.45,0.56,0.0113,0.34,False,False,0.4807,0.2124,0.5
15,XBI,low,-5.8809,9956.75,-0.43,-13.77,13.34,-4.924,-5.058,41,0.463,0.55,0.021,0.34,False,False,0.4807,0.2124,0.5
15,XLE,low,-1.4213,9985.66,-0.14,-0.27,0.13,-1.421,-1.218,40,0.4,0.61,0.0065,0.34,False,False,0.4807,0.2124,0.5
16,AAPL,low,-1.3003,9966.49,-0.34,4.72,-5.06,-6.545,-4.689,39,0.538,0.51,0.0136,0.3393,False,False,0.4497,0.1344,0.5
16,ARKK,low,-3.9914,9961.68,-0.38,-8.62,8.24,-2.816,-2.642,40,0.525,0.95,0.0147,0.3393,False,False,0.4497,0.1344,0.5
16,GLD,low,-1.1641,9990.6,-0.09,1.58,-1.68,-5.886,-5.44,39,0.256,0.12,-0.0041,0.3393,False,False,0.4497,0.1344,0.5
16,IWM,low,0.4224,10054.8,0.55,-0.84,1.39,4.964,5.99,40,0.525,0.28,0.0058,0.3393,False,False,0.4497,0.1344,0.5
16,KRE,low,-1.0677,9993.83,-0.06,0.71,-0.78,-0.709,-0.578,40,0.5,0.32,0.0147,0.3393,False,False,0.4497,0.1344,0.5
16,NFLX,low,-1.1373,10201.86,2.02,6.1,-4.09,6.052,13.077,40,0.425,1.28,0.0118,0.3393,False,False,0.4497,0.1344,0.5
16,NVDA,low,-2.5079,9986.09,-0.14,-5.63,5.49,-1.501,-1.39,40,0.575,0.58,0.0155,0.3393,False,False,0.4497,0.1344,0.5
16,PYPL,low,-4.0299,9970.15,-0.3,-11.9,11.61,-3.995,-4.079,41,0.39,0.72,0.0246,0.3393,False,False,0.4497,0.1344,0.5
16,QQQ,low,-2.4734,9990.15,-0.1,3.42,-3.52,-4.318,-4.49,40,0.375,0.15,0.0018,0.3393,False,False,0.4497,0.1344,0.5
16,SPY,low,-1.9757,9986.06,-0.14,0.99,-1.13,-6.515,-3.98,39,0.385,0.16,-0.0034,0.3393,False,False,0.4497,0.1344,0.5
16,UNG,low,-2.9111,9893.19,-1.07,-6.75,5.68,-3.275,-1.918,43,0.535,2.12,0.0309,0.3393,False,False,0.4497,0.1344,0.5
16,USO,low,-1.2245,9973.33,-0.27,-0.33,0.06,-3.43,-2.602,42,0.429,0.5,0.0238,0.3393,False,False,0.4497,0.1344,0.5
16,XBI,low,-1.8105,10038.78,0.39,9.78,-9.39,2.211,2.304,40,0.6,0.71,0.0242,0.3393,False,False,0.4497,0.1344,0.5
16,XLE,low,-1.8499,9976.68,-0.23,4.03,-4.27,-3.983,-2.521,40,0.45,0.34,0.0069,0.3393,False,False,0.4497,0.1344,0.5
17,AAPL,low,-2.2188,9980.08,-0.2,0.38,-0.58,-9.932,-8.308,40,0.35,0.2,0.0065,0.3386,False,False,0.2874,0.069,0.5
17,ARKK,low,-1.2501,10001.94,0.02,-0.66,0.68,0.113,0.098,41,0.512,1.39,0.0287,0.3386,False,False,0.2874,0.069,0.5
17,GLD,low,-2.5769,9981.36,-0.19,1.04,-1.22,-3.838,-2.787,40,0.35,0.25,0.0078,0.3386,False,False,0.2874,0.069,0.5
17,IWM,low,-2.0656,9978.53,-0.21,-2.75,2.54,-7.279,-6.191,42,0.548,0.22,0.0244,0.3386,False,False,0.2874,0.069,0.5
17,KRE,low,-1.2841,9968.68,-0.31,2.29,-2.6,-3.795,-3.902,40,0.525,0.63,0.0182,0.3386,False,False,0.2874,0.069,0.5
17,NFLX,low,-2.2337,9964.88,-0.35,0.93,-1.28,-8.608,-6.958,40,0.375,0.36,0.0217,0.3386,False,False,0.2874,0.069,0.5
17,NVDA,low,0.3276,9931.64,-0.68,11.03,-11.71,-7.953,-5.505,43,0.302,0.93,0.0294,0.3386,False,False,0.2874,0.069,0.5
17,PYPL,low,-5.7787,9940.2,-0.6,15.1,-15.7,-3.714,-3.356,42,0.476,1.15,0.0278,0.3386,False,False,0.2874,0.069,0.5
17,QQQ,low,-1.3831,9987.25,-0.13,0.56,-0.68,-5.273,-3.8,40,0.35,0.16,0.0057,0.3386,False,False,0.2874,0.069,0.5
17,SPY,low,-2.627,9969.62,-0.3,1.27,-1.57,-7.86,-7.665,39,0.359,0.3,0.0114,0.3386,False,False,0.2874,0.069,0.5
17,UNG,low,-0.3854,10041.5,0.41,-0.79,1.2,0.782,0.636,44,0.477,3.58,0.0331,0.3386,False,False,0.2874,0.069,0.5
17,USO,low,-1.3443,9979.69,-0.2,-4.88,4.68,-0.955,-1.202,41,0.488,0.79,0.0293,0.3386,False,False,0.2874,0.069,0.5
17,XBI,low,-1.7137,9955.1,-0.45,-1.36,0.91,-6.175,-3.528,40,0.375,0.56,0.0149,0.3386,False,False,0.2874,0.069,0.5
17,XLE,low,-1.0329,9999.05,-0.01,5.68,-5.69,-0.098,-0.079,40,0.55,0.32,0.0087,0.3386,False,False,0.2874,0.069,0.5
18,AAPL,low,-2.5595,9981.49,-0.19,-3.33,3.14,-7.493,-6.423,40,0.375,0.22,0.0186,0.338,False,False,0.3125,0.18,0.5
18,ARKK,low,-0.8228,9942.26,-0.58,-9.44,8.86,-7.74,-6.899,41,0.488,0.79,0.0279,0.338,False,False,0.3125,0.18,0.5
18,GLD,low,-2.4963,9972.45,-0.28,-0.81,0.54,-5.275,-3.028,40,0.3,0.35,0.0083,0.338,False,False,0.3125,0.18,0.5
18,IWM,low,-1.3568,9959.52,-0.4,1.86,-2.27,-9.09,-7.126,40,0.5,0.57,0.0267,0.338,False,False,0.3125,0.18,0.5
18,KRE,low,1.6314,10049.18,0.49,4.23,-3.74,3.008,3.336,40,0.525,0.7,0.0231,0.338,False,False,0.3125,0.18,0.5
18,NFLX,low,-2.6465,9947.48,-0.53,2.64,-3.16,-6.174,-4.316,42,0.548,0.74,0.037,0.338,False,False,0.3125,0.18,0.5
18,NVDA,low,-0.1343,9927.27,-0.73,13.17,-13.89,-3.916,-3.434,41,0.512,1.31,0.0252,0.338,False,False,0.3125,0.18,0.5
18,PYPL,low,0.9573,9978.29,-0.22,-7.73,7.52,-2.857,-2.112,41,0.561,0.47,0.0374,0.338,False,False,0.3125,0.18,0.5
18,QQQ,low,0.4581,9967.36,-0.33,-10.95,10.62,-9.62,-8.3,40,0.325,0.39,0.0196,0.338,False,False,0.3125,0.18,0.5
18,SPY,low,-1.6473,9990.79,-0.09,0.7,-0.79,-6.129,-5.47,39,0.487,0.14,0.0138,0.338,False,False,0.3125,0.18,0.5
18,UNG,low,-5.4154,9944.52,-0.55,15.06,-15.62,-2.368,-2.389,43,0.465,2.16,0.0354,0.338,False,False,0.3125,0.18,0.5
18,USO,low,-0.4719,9924.31,-0.76,6.35,-7.1,-5.327,-3.186,41,0.415,0.89,0.0311,0.338,False,False,0.3125,0.18,0.5
18,XBI,low,-2.5954,9986.95,-0.13,6.13,-6.26,-3.023,-2.947,40,0.45,0.25,0.0303,0.338,False,False,0.3125,0.18,0.5
18,XLE,low,-3.0486,9978.65,-0.21,-7.07,6.86,-4.242,-3.933,40,0.375,0.38,0.0257,0.338,False,False,0.3125,0.18,0.5
19,AAPL,low,-4.1878,9976.37,-0.24,11.21,-11.45,-6.673,-5.398,40,0.35,0.28,0.018,0.3373,False,False,0.4788,0.0611,0.5
19,ARKK,low,-1.2381,9966.29,-0.34,4.76,-5.1,-1.72,-1.507,39,0.487,1.21,0.0269,0.3373,False,False,0.4788,0.0611,0.5
19,GLD,low,-2.1722,9989.12,-0.11,-1.03,0.92,-4.744,-4.854,40,0.45,0.14,0.0091,0.3373,False,False,0.4788,0.0611,0.5
19,IWM,low,2.3627,10148.95,1.49,-1.75,3.24,9.018,11.645,40,0.65,0.39,0.0162,0.3373,False,False,0.4788,0.0611,0.5
19,KRE,low,0.5383,10022.26,0.22,7.88,-7.66,1.486,1.498,40,0.475,0.91,0.0172,0.3373,False,False,0.4788,0.0611,0.5
19,NFLX,low,0.1928,9988.07,-0.12,-6.92,6.8,-3.073,-2.588,41,0.463,0.24,0.0264,0.3373,False,False,0.4788,0.0611,0.5
19,NVDA,low,-5.8145,9963.72,-0.36,17.88,-18.24,-8.423,-7.184,41,0.39,0.42,0.0288,0.3373,False,False,0.4788,0.0611,0.5
19,PYPL,low,-6.8498,9966.28,-0.34,-19.86,19.52,-6.099,-4.614,41,0.463,0.57,0.0373,0.3373,False,False,0.4788,0.0611,0.5
19,QQQ,low,-2.4073,9983.13,-0.17,2.9,-3.06,-6.701,-5.019,39,0.487,0.23,0.0064,0.3373,False,False,0.4788,0.0611,0.5
19,SPY,low,-1.5442,9995.58,-0.04,0.63,-0.68,-1.961,-1.802,40,0.425,0.2,0.0037,0.3373,False,False,0.4788,0.0611,0.5
19,UNG,low,-2.7475,9930.04,-0.7,-9.31,8.61,-2.464,-1.51,43,0.442,1.82,0.037,0.3373,False,False,0.4788,0.0611,0.5
19,USO,low,-2.7206,9985.24,-0.15,7.37,-7.52,-4.109,-3.642,40,0.425,0.27,0.025,0.3373,False,False,0.4788,0.0611,0.5
19,XBI,low,-0.2402,9985.09,-0.15,-3.12,2.97,-1.118,-1.146,39,0.487,0.92,0.0209,0.3373,False,False,0.4788,0.0611,0.5
19,XLE,low,-4.3361,9960.73,-0.39,11.19,-11.59,-12.86,-10.781,40,0.45,0.4,0.025,0.3373,False,False,0.4788,0.0611,0.5
20,AAPL,low,-2.184,9985.77,-0.14,1.03,-1.18,-6.303,-5.62,40,0.425,0.17,0.0138,0.3366,False,False,0.5,0.1539,0.5
20,ARKK,low,-0.9536,10128.57,1.29,-5.94,7.22,4.035,4.341,42,0.595,1.56,0.0357,0.3366,False,False,0.5,0.1539,0.5
20,GLD,low,-1.5153,9980.36,-0.2,0.57,-0.77,-4.056,-2.41,40,0.475,0.31,0.0093,0.3366,False,False,0.5,0.1539,0.5
20,IWM,low,-0.6463,9984.98,-0.15,-3.77,3.62,-1.908,-1.414,40,0.5,0.51,0.0103,0.3366,False,False,0.5,0.1539,0.5
20,KRE,low,-2.222,9983.67,-0.16,-3.78,3.62,-4.704,-4.454,40,0.4,0.2,0.0209,0.3366,False,False,0.5,0.1539,0.5
20,NFLX,low,0.181,10018.5,0.19,12.65,-12.47,0.85,0.88,41,0.585,1.03,0.029,0.3366,False,False,0.5,0.1539,0.5
20,NVDA,low,-1.1024,9905.97,-0.94,4.83,-5.77,-3.229,-3.004,40,0.5,2.23,0.0318,0.3366,False,False,0.5,0.1539,0.5
20,PYPL,low,0.278,9878.84,-1.21,-10.83,9.62,-5.427,-3.178,41,0.415,1.45,0.0285,0.3366,False,False,0.5,0.1539,0.5
20,QQQ,low,-3.0695,9979.05,-0.21,2.11,-2.31,-9.806,-7.3,40,0.45,0.23,0.0149,0.3366,False,False,0.5,0.1539,0.5
20,SPY,low,-2.3912,9990.86,-0.09,3.37,-3.46,-7.648,-7.368,40,0.35,0.11,0.0051,0.3366,False,False,0.5,0.1539,0.5
